Name	Length	EffectiveLength	TPM	NumReads
FBtr0334488	2840	2662.138	1.505497	26.954
FBtr0334489	2902	2724.138	1.927787	35.318
FBtr0100600	3804	3626.138	2.959635	72.175
FBtr0300305	309	131.833	0.000000	0.000
FBtr0077162	567	389.633	0.000000	0.000
FBtr0072277	713	535.546	56.640559	204.000
FBtr0344898	1082	904.138	0.000000	0.000
FBtr0086817	1175	997.138	0.000000	0.000
FBtr0333271	5146	4968.138	0.536412	17.922
FBtr0072639	5149	4971.138	0.554501	18.538
FBtr0340000	824	646.479	1.521533	6.615
FBtr0087390	427	249.741	286.614014	481.385
FBtr0070472	3021	2843.138	2.959757	56.593
FBtr0331752	4499	4321.138	26.894921	781.581
FBtr0070475	3174	2996.138	6.897373	138.980
FBtr0070474	3218	3040.138	1.067631	21.828
FBtr0302185	2166	1988.138	1.428832	19.104
FBtr0070471	4805	4627.138	11.846274	368.638
FBtr0112828	2903	2725.138	7.747978	141.998
FBtr0301966	3182	3004.138	1.233249	24.916
FBtr0070468	3055	2877.138	10.082092	195.082
FBtr0070476	2745	2567.138	0.706252	12.193
FBtr0070470	3110	2932.138	1.667178	32.875
FBtr0331751	4750	4572.138	0.855881	26.317
FBtr0070469	4244	4066.138	16.776914	458.775
FBtr0070467	2929	2751.138	0.453687	8.394
FBtr0331753	5004	4826.138	1.300721	42.217
FBtr0070466	2847	2669.138	2.602963	46.725
FBtr0070473	3091	2913.138	2.066722	40.490
FBtr0076265	1575	1397.138	55.555146	521.999
FBtr0331935	1030	852.138	0.196934	1.129
FBtr0088237	816	638.481	89.165960	382.871
FBtr0081705	1363	1185.138	0.000000	0.000
FBtr0088524	1299	1121.138	74.404300	561.000
FBtr0074540	843	665.463	23.454450	104.968
FBtr0074494	1357	1179.138	0.378313	3.000
FBtr0085714	3349	3171.138	130.906058	2791.777
FBtr0085713	3440	3262.138	1157.556289	25395.117
FBtr0076256	334	156.820	1.896364	2.000
FBtr0339552	1718	1540.138	11.723275	121.427
FBtr0078950	1533	1355.138	30.566812	278.573
FBtr0070990	1321	1143.138	1.189667	9.146
FBtr0100409	805	627.496	0.748470	3.159
FBtr0343330	706	528.548	97.534361	346.695
FBtr0304902	1617	1439.138	0.171580	1.661
FBtr0304901	2286	2108.138	0.023937	0.339
FBtr0078872	1228	1050.138	0.000000	0.000
FBtr0077839	2112	1934.138	8.345563	108.555
FBtr0077837	2331	2153.138	2.779199	40.244
FBtr0077838	2235	2057.138	9.300062	128.663
FBtr0077836	2325	2147.138	16.588574	239.538
FBtr0075133	4018	3840.138	0.457940	11.827
FBtr0332862	2190	2012.138	7.180981	97.173
FBtr0087988	1754	1576.138	162.631557	1723.871
FBtr0087987	1948	1770.138	349.369194	4159.082
FBtr0074688	1633	1455.138	49.968800	489.000
FBtr0086864	3503	3325.138	13.057722	292.000
FBtr0083361	1283	1105.138	0.000000	0.000
FBtr0392904	4164	3986.138	6.251338	167.583
FBtr0084588	2385	2207.138	67.846984	1007.084
FBtr0303161	2639	2461.138	39.785896	658.523
FBtr0079257	1918	1740.138	19.055283	223.000
FBtr0307341	906	728.428	0.046423	0.227
FBtr0084989	527	349.655	0.037410	0.088
FBtr0306309	750	572.531	0.779142	3.000
FBtr0344570	539	361.647	0.000000	0.000
FBtr0078090	1219	1041.138	37.132937	260.000
FBtr0087439	546	368.645	20.974401	52.000
FBtr0070960	2096	1918.138	0.200120	2.582
FBtr0302357	2296	2118.138	0.159845	2.277
FBtr0302356	2428	2250.138	0.141515	2.142
FBtr0340571	3830	3652.138	0.040710	1.000
FBtr0340572	3825	3647.138	0.040775	1.000
FBtr0080267	3305	3127.138	0.000000	0.000
FBtr0077141	787	609.512	0.000000	0.000
FBtr0306593	981	803.374	0.000000	0.000
FBtr0081719	1938	1760.138	66.991655	793.000
FBtr0071549	1655	1477.138	32.011077	318.000
FBtr0308832	1068	890.138	9.328279	55.842
FBtr0308833	2043	1865.138	31.003836	388.895
FBtr0074921	2263	2085.138	8.148242	114.263
FBtr0073011	1996	1818.138	0.163568	2.000
FBtr0112378	450	272.717	0.000000	0.000
FBtr0342602	1596	1418.138	0.266461	2.541
FBtr0080326	1217	1039.138	84.920298	593.459
FBtr0085405	675	497.560	188.871324	632.000
FBtr0339295	331	153.823	0.000000	0.000
FBtr0300316	205	33.771	0.000000	0.000
FBtr0300904	2130	1952.138	0.000000	0.000
FBtr0081633	2196	2018.138	0.000000	0.000
FBtr0300905	2052	1874.138	0.000000	0.000
FBtr0335279	1234	1056.138	0.666337	4.733
FBtr0335281	1199	1021.138	0.208433	1.431
FBtr0290216	733	555.535	0.013649	0.051
FBtr0335280	740	562.532	0.013682	0.052
FBtr0077120	1711	1533.138	20.094416	207.187
FBtr0081676	887	709.429	0.000000	0.000
FBtr0076639	2093	1915.138	0.155283	2.000
FBtr0079280	1148	970.138	0.000000	0.000
FBtr0304827	5797	5619.138	0.075674	2.860
FBtr0433494	6405	6227.138	0.103852	4.349
FBtr0333832	6581	6403.138	0.084918	3.657
FBtr0433497	5654	5476.138	0.094411	3.477
FBtr0333833	6118	5940.138	0.095080	3.798
FBtr0433496	5848	5670.138	0.068173	2.600
FBtr0304826	8410	8232.138	0.067976	3.763
FBtr0433495	8302	8124.138	0.069269	3.785
FBtr0433493	8251	8073.138	0.074546	4.047
FBtr0300808	2019	1841.138	0.000000	0.000
FBtr0300809	4061	3883.138	0.071981	1.880
FBtr0301700	4064	3886.138	0.071903	1.879
FBtr0072287	5108	4930.138	29.376098	974.000
FBtr0343633	2816	2638.138	27.289708	484.175
FBtr0074281	2640	2462.138	48.487906	802.882
FBtr0343632	2730	2552.138	2.500542	42.918
FBtr0074279	3898	3720.138	43.914599	1098.686
FBtr0074280	3895	3717.138	3.933742	98.338
FBtr0072238	1035	857.138	0.000000	0.000
FBtr0308073	1317	1139.138	1.310053	10.036
FBtr0082360	764	586.525	81.872870	322.948
FBtr0082361	1024	846.138	1.057184	6.016
FBtr0079938	1428	1250.138	2.735673	23.000
FBtr0077227	1279	1101.138	165.704475	1227.105
FBtr0091702	1278	1100.138	7.419584	54.895
FBtr0074882	2425	2247.138	15.838247	239.355
FBtr0332153	3588	3410.138	3.014134	69.126
FBtr0310476	2042	1864.138	7.270667	91.150
FBtr0100666	2416	2238.138	8.204991	123.501
FBtr0332726	2033	1855.138	4.638254	57.868
FBtr0080287	1089	911.138	16.555691	101.447
FBtr0309307	5887	5709.138	0.118488	4.549
FBtr0300898	5037	4859.138	0.074992	2.451
FBtr0080024	1050	872.138	7.194374	42.197
FBtr0077389	2263	2085.138	98.623773	1383.000
FBtr0290204	1958	1780.138	0.000000	0.000
FBtr0086689	848	670.459	22.527747	101.577
FBtr0306636	1574	1396.138	7.646947	71.800
FBtr0086687	1472	1294.138	34.147595	297.198
FBtr0086690	2195	2017.138	0.692287	9.391
FBtr0086686	1532	1354.138	1.137716	10.361
FBtr0340359	2225	2047.138	1.147706	15.801
FBtr0301148	981	803.374	70.064102	378.546
FBtr0086684	908	730.428	0.461376	2.266
FBtr0306637	2237	2059.138	1.079115	14.944
FBtr0301149	1514	1336.138	1.459540	13.115
FBtr0086600	1106	928.138	5.638937	35.198
FBtr0331978	1118	940.138	18.157366	114.802
FBtr0078769	621	443.605	4537.869441	13538.000
FBtr0070712	1878	1700.138	0.874601	10.000
FBtr0343263	1108	930.138	0.041987	0.263
FBtr0343264	928	750.421	0.048358	0.244
FBtr0072024	920	742.426	0.048662	0.243
FBtr0113111	979	801.375	0.046450	0.250
FBtr0333452	4664	4486.138	0.234660	7.080
FBtr0333450	3996	3818.138	0.143405	3.682
FBtr0333451	4043	3865.138	0.140031	3.640
FBtr0300831	4092	3914.138	0.136684	3.598
FBtr0076303	1640	1462.138	2.403332	23.632
FBtr0076302	1655	1477.138	1.636902	16.261
FBtr0076301	2049	1871.138	50.708598	638.107
FBtr0077098	1123	945.138	87.758198	557.813
FBtr0070552	1047	869.138	0.000000	0.000
FBtr0075818	1346	1168.138	27.367716	215.000
FBtr0088789	1908	1730.138	4.898785	57.000
FBtr0304960	503	325.673	0.000000	0.000
FBtr0075249	843	665.463	0.000000	0.000
FBtr0084104	1804	1626.138	220.827917	2415.000
FBtr0336911	2177	1999.138	8.355402	112.335
FBtr0088974	1597	1419.138	24.989721	238.502
FBtr0100360	4963	4785.138	0.497071	15.996
FBtr0110880	2920	2742.138	0.081068	1.495
FBtr0334105	2225	2047.138	0.169737	2.337
FBtr0301185	2946	2768.138	0.079970	1.489
FBtr0110881	4262	4084.138	2.901084	79.683
FBtr0336928	1138	960.138	0.000000	0.000
FBtr0072107	995	817.363	0.000000	0.000
FBtr0085786	2956	2778.138	13.684928	255.683
FBtr0085785	3082	2904.138	1.176492	22.978
FBtr0334549	2894	2716.138	1.572282	28.720
FBtr0334550	3020	2842.138	0.660178	12.619
FBtr0340191	4545	4367.138	9.494848	278.863
FBtr0073848	4477	4299.138	58.110896	1680.137
FBtr0078387	3371	3193.138	9.754792	209.479
FBtr0087487	2027	1849.138	16.725852	208.000
FBtr0083735	2688	2510.138	0.041570	0.702
FBtr0332539	2448	2270.138	0.046540	0.711
FBtr0077790	977	799.376	0.000000	0.000
FBtr0331440	941	763.420	0.000000	0.000
FBtr0331439	971	793.384	0.000000	0.000
FBtr0082634	1746	1568.138	19.059259	201.000
FBtr0079612	1320	1142.138	7.030228	54.000
FBtr0087980	1799	1621.138	0.025115	0.274
FBtr0087979	1558	1380.138	0.028736	0.267
FBtr0072044	1063	885.138	0.000000	0.000
FBtr0343206	1072	894.138	0.000000	0.000
FBtr0072043	1160	982.138	0.000000	0.000
FBtr0075225	1132	954.138	0.155841	1.000
FBtr0112489	446	268.721	9.340582	16.880
FBtr0339263	740	562.532	0.031634	0.120
FBtr0301018	2276	2098.138	1.771741	25.000
FBtr0302526	640	462.584	4.178758	13.000
FBtr0100009	3280	3102.138	4.937082	103.000
FBtr0089901	2338	2160.138	1.113037	16.170
FBtr0089902	1803	1625.138	0.508253	5.555
FBtr0300562	2617	2439.138	5.597529	91.820
FBtr0089900	2125	1947.138	0.401389	5.256
FBtr0089904	2355	2177.138	0.642667	9.410
FBtr0301521	2467	2289.138	0.937591	14.434
FBtr0089905	2568	2390.138	2.448355	39.355
FBtr0345390	5214	5036.138	0.900267	30.491
FBtr0331425	3556	3378.138	1.909290	43.377
FBtr0332155	4408	4230.138	1.866861	53.109
FBtr0075014	3541	3363.138	1.769522	40.023
FBtr0078874	603	425.616	0.000000	0.000
FBtr0083452	2975	2797.138	15.127678	284.572
FBtr0302317	2262	2084.138	21.576946	302.428
FBtr0333248	2543	2365.138	0.062347	0.992
FBtr0114524	2411	2233.138	0.067139	1.008
FBtr0273385	6171	5993.138	1.923524	77.528
FBtr0339307	6637	6459.138	1.608900	69.889
FBtr0273384	6439	6261.138	4.526112	190.583
FBtr0082117	3807	3629.138	6.135591	149.750
FBtr0082116	6303	6125.138	2.443677	100.662
FBtr0082118	4671	4493.138	4.424074	133.684
FBtr0085011	1569	1391.138	0.000000	0.000
FBtr0081174	4145	3967.138	0.306447	8.176
FBtr0081175	3934	3756.138	0.360154	9.098
FBtr0303241	4041	3863.138	0.699220	18.166
FBtr0081176	3893	3715.138	0.375062	9.371
FBtr0305129	2997	2819.138	8.456172	160.323
FBtr0339156	2994	2816.138	3.220751	60.998
FBtr0339157	2988	2810.138	2.058981	38.912
FBtr0071784	2049	1871.138	1.368801	17.225
FBtr0071785	1989	1811.138	67.057180	816.775
FBtr0089148	3050	2872.138	2.408423	46.520
FBtr0089147	2773	2595.138	2.199818	38.393
FBtr0089150	2762	2584.138	4.438675	77.139
FBtr0089146	2709	2531.138	5.164521	87.913
FBtr0308247	2614	2436.138	32.162904	526.942
FBtr0089149	2840	2662.138	3.077203	55.093
FBtr0302559	2531	2353.138	0.000000	0.000
FBtr0346506	2597	2419.138	0.000000	0.000
FBtr0302190	3048	2870.138	3.540707	68.344
FBtr0086145	3054	2876.138	7.633724	147.656
FBtr0306281	375	197.801	0.000000	0.000
FBtr0306280	392	214.788	0.000000	0.000
FBtr0306258	4812	4634.138	5.387230	167.896
FBtr0073119	3828	3650.138	56.535127	1387.821
FBtr0073120	4106	3928.138	47.674238	1259.436
FBtr0073118	4763	4585.138	63.070683	1944.848
FBtr0337055	3442	3264.138	17.240007	378.453
FBtr0333895	3491	3313.138	65.957110	1469.626
FBtr0337056	4046	3868.138	16.218911	421.919
FBtr0077442	1411	1233.138	6.511429	54.000
FBtr0076018	1266	1088.138	2.816898	20.614
FBtr0076017	963	785.393	8.971353	47.386
FBtr0339781	3357	3179.138	0.475997	10.177
FBtr0070778	3093	2915.138	0.777281	15.239
FBtr0344824	2804	2626.138	2.750897	48.584
FBtr0345292	830	652.471	272.875966	1197.380
FBtr0070983	837	659.468	22.896109	101.546
FBtr0070982	1100	922.138	1.820263	11.288
FBtr0070981	941	763.420	93.324310	479.142
FBtr0070980	854	676.452	4964.659473	22585.644
FBtr0307300	2919	2741.138	12.914938	238.083
FBtr0113024	3030	2852.138	1.152315	22.103
FBtr0332600	2913	2735.138	0.587890	10.814
FBtr0083414	2815	2637.138	18.876019	334.772
FBtr0337043	3789	3611.138	0.462334	11.228
FBtr0077516	1338	1160.138	0.000000	0.000
FBtr0112524	1274	1096.138	2.171011	16.004
FBtr0089233	3691	3513.138	4.768122	112.654
FBtr0334626	3376	3198.138	1.970170	42.375
FBtr0310651	3526	3348.138	10.037997	226.025
FBtr0089229	3501	3323.138	15.389911	343.946
FBtr0082920	981	803.374	0.000000	0.000
FBtr0077386	1734	1556.138	21.595068	226.000
FBtr0071106	2301	2123.138	0.000000	0.000
FBtr0070937	2201	2023.138	90.420343	1230.261
FBtr0070938	2487	2309.138	91.229239	1416.739
FBtr0070397	1267	1089.138	1.365247	10.000
FBtr0074346	819	641.480	0.000000	0.000
FBtr0071471	1606	1428.138	0.000000	0.000
FBtr0330316	1609	1431.138	0.000000	0.000
FBtr0074918	1253	1075.138	15.489880	112.000
FBtr0072124	2163	1985.138	22.021701	294.000
FBtr0071683	1189	1011.138	72.792899	495.000
FBtr0077403	1061	883.138	0.346673	2.059
FBtr0113021	1089	911.138	0.301778	1.849
FBtr0077402	1231	1053.138	0.191179	1.354
FBtr0077401	1011	833.138	0.488628	2.738
FBtr0300280	1584	1406.138	0.105747	1.000
FBtr0346378	3461	3283.138	0.704588	15.557
FBtr0074809	2896	2718.138	23.542410	430.356
FBtr0335137	3353	3175.138	0.893838	19.087
FBtr0346141	373	195.802	2.780019	3.661
FBtr0085611	272	94.861	36.584009	23.339
FBtr0074029	585	407.625	0.000000	0.000
FBtr0075388	1505	1327.138	0.092562	0.826
FBtr0343534	2295	2117.138	0.152678	2.174
FBtr0086001	1762	1584.138	0.187729	2.000
FBtr0321315	1239	1061.138	0.000000	0.000
FBtr0333037	2846	2668.138	2.384395	42.785
FBtr0075724	2737	2559.138	3.752720	64.587
FBtr0075723	2084	1906.138	1.297107	16.628
FBtr0342770	3744	3566.138	12.164589	291.744
FBtr0070420	3766	3588.138	87.997157	2123.457
FBtr0342771	3838	3660.138	4.704372	115.799
FBtr0333323	2883	2705.138	1.211461	22.040
FBtr0333322	2930	2752.138	1.023246	18.939
FBtr0074137	2347	2169.138	5.210495	76.010
FBtr0074135	2386	2208.138	50.572501	751.011
FBtr0308136	1697	1519.138	0.061236	0.626
FBtr0080237	698	520.552	0.000000	0.000
FBtr0300638	3446	3268.138	0.071846	1.579
FBtr0073729	466	288.701	71.083585	138.014
FBtr0084836	743	565.532	21.823049	83.000
FBtr0082430	1248	1070.138	1.892201	13.618
FBtr0335211	1142	964.138	17.177903	111.382
FBtr0076857	1307	1129.138	0.263377	2.000
FBtr0300424	902	724.428	1.231544	6.000
FBtr0083860	1793	1615.138	5.439762	59.087
FBtr0302327	1744	1566.138	126.570486	1333.117
FBtr0083861	1877	1699.138	13.721435	156.796
FBtr0083086	1479	1301.138	15.381169	134.592
FBtr0334589	2552	2374.138	3.378326	53.940
FBtr0091874	595	417.619	2.622066	7.364
FBtr0073935	992	814.366	0.000000	0.000
FBtr0073300	818	640.480	0.000000	0.000
FBtr0073299	2460	2282.138	0.000000	0.000
FBtr0088841	1522	1344.138	2.318004	20.954
FBtr0088842	1468	1290.138	55.277086	479.609
FBtr0345599	2094	1916.138	0.136837	1.763
FBtr0070422	1749	1571.138	0.211680	2.237
FBtr0342772	681	503.559	0.000000	0.000
FBtr0070421	1547	1369.138	0.108604	1.000
FBtr0333023	2495	2317.138	0.058831	0.917
FBtr0075579	1678	1500.138	0.107369	1.083
FBtr0072248	2815	2637.138	0.018781	0.333
FBtr0345620	2931	2753.138	0.018036	0.334
FBtr0072247	2800	2622.138	0.018882	0.333
FBtr0072253	1306	1128.138	0.380952	2.890
FBtr0343432	1090	912.138	28.878909	177.152
FBtr0073127	1478	1300.138	0.114168	0.998
FBtr0073128	1471	1293.138	0.115188	1.002
FBtr0079458	1541	1363.138	0.005807	0.053
FBtr0079460	1595	1417.138	1.114085	10.618
FBtr0079462	1526	1348.138	0.005845	0.053
FBtr0079461	1505	1327.138	0.005900	0.053
FBtr0079459	1585	1407.138	0.340608	3.223
FBtr0081997	1156	978.138	46.185408	303.816
FBtr0081996	1257	1079.138	4.166306	30.237
FBtr0336761	1233	1055.138	12.252964	86.947
FBtr0336637	3026	2848.138	0.057525	1.102
FBtr0300693	1964	1786.138	0.049955	0.600
FBtr0336636	3290	3112.138	0.090714	1.899
FBtr0071797	3770	3592.138	0.073434	1.774
FBtr0336638	1523	1345.138	0.069139	0.625
FBtr0087382	5033	4855.138	25.620877	836.568
FBtr0339998	5235	5057.138	3.504143	119.177
FBtr0301478	2790	2612.138	30.065024	528.157
FBtr0089521	2653	2475.138	6.610550	110.038
FBtr0306351	2221	2043.138	1.133101	15.569
FBtr0306350	2503	2325.138	2.304641	36.038
FBtr0301477	4782	4604.138	1.621162	50.197
FBtr0300224	1562	1384.138	0.023307	0.217
FBtr0114515	1508	1330.138	0.024026	0.215
FBtr0087406	329	151.824	0.000000	0.000
FBtr0072888	2130	1952.138	0.000000	0.000
FBtr0085859	1170	992.138	0.599490	4.000
FBtr0334894	6412	6234.138	48.550790	2035.535
FBtr0084460	6624	6446.138	7.605070	329.692
FBtr0304567	3987	3809.138	13.888036	355.773
FBtr0070907	2510	2332.138	152.899211	2398.089
FBtr0070906	2636	2458.138	0.841499	13.911
FBtr0305911	1961	1783.138	7.346915	88.104
FBtr0289953	2161	1983.138	7.954290	106.086
FBtr0305910	2015	1837.138	4.517108	55.809
FBtr0088312	1656	1478.138	0.372942	3.707
FBtr0088313	2297	2119.138	0.454504	6.477
FBtr0088311	2351	2173.138	0.406382	5.939
FBtr0304592	2591	2413.138	0.485311	7.876
FBtr0088882	1935	1757.138	80.561087	952.000
FBtr0079894	2382	2204.138	22.832239	338.449
FBtr0331635	2356	2178.138	6.212164	90.998
FBtr0345615	2623	2445.138	6.341571	104.281
FBtr0071338	3399	3221.138	225.916975	4894.000
FBtr0334508	4486	4308.138	0.020733	0.601
FBtr0085746	3506	3328.138	0.027102	0.607
FBtr0085085	1541	1363.138	40.781871	373.863
FBtr0085084	2075	1897.138	0.637747	8.137
FBtr0079304	905	727.428	0.000567	0.003
FBtr0079732	925	747.421	0.000000	0.000
FBtr0071108	3145	2967.138	3.258503	65.022
FBtr0340139	3231	3053.138	1.856891	38.128
FBtr0071107	3426	3248.138	48.030867	1049.206
FBtr0340138	4238	4060.138	2.731939	74.596
FBtr0309839	4403	4225.138	1.720553	48.889
FBtr0309836	4378	4200.138	1.875897	52.988
FBtr0309837	3952	3774.138	8.193222	207.959
FBtr0073144	4107	3929.138	168.603795	4455.233
FBtr0309838	4006	3828.138	4.697237	120.930
FBtr0075152	2917	2739.138	29.244701	538.725
FBtr0300092	607	429.614	0.024904	0.072
FBtr0073892	1096	918.138	0.000000	0.000
FBtr0343143	1534	1356.138	0.000000	0.000
FBtr0332630	1663	1485.138	5.099525	50.933
FBtr0332631	1364	1186.138	48.407159	386.145
FBtr0332632	5997	5819.138	16.750189	655.517
FBtr0301268	1587	1409.138	0.633129	6.000
FBtr0085909	2020	1842.138	0.403592	5.000
FBtr0080763	2304	2126.138	20.841024	298.000
FBtr0086733	1297	1119.138	28.698841	216.000
FBtr0087262	852	674.455	142.200394	645.000
FBtr0303232	702	524.552	1.417346	5.000
FBtr0344155	6716	6538.138	8.233799	362.043
FBtr0070316	6065	5887.138	32.341942	1280.490
FBtr0344279	6745	6567.138	0.067927	3.000
FBtr0076133	3030	2852.138	0.000000	0.000
FBtr0082259	2901	2723.138	46.391302	849.595
FBtr0079708	1718	1540.138	36.426074	377.292
FBtr0330181	847	669.460	0.116607	0.525
FBtr0074894	650	472.576	103.038685	327.475
FBtr0082726	2913	2735.138	3.187530	58.633
FBtr0331429	2603	2425.138	1.818016	29.651
FBtr0331428	2948	2770.138	6.018953	112.132
FBtr0082727	2606	2428.138	3.012086	49.187
FBtr0301219	3098	2920.138	4.603100	90.398
FBtr0088166	1239	1061.138	0.000000	0.000
FBtr0310646	1830	1652.138	1.976023	21.956
FBtr0073730	1370	1192.138	185.602415	1488.044
FBtr0079724	633	455.589	11.398169	34.923
FBtr0346454	899	721.428	1.761383	8.546
FBtr0100541	611	433.613	6301.664973	18376.531
FBtr0343865	1567	1389.138	0.000000	0.000
FBtr0079324	1294	1116.138	0.000000	0.000
FBtr0079598	1156	978.138	51.905094	341.441
FBtr0081220	1093	915.138	1.347183	8.291
FBtr0300823	1159	981.138	2.066329	13.634
FBtr0081221	1054	876.138	28.085704	165.487
FBtr0310645	979	801.375	12.508903	67.416
FBtr0081219	1084	906.138	1.669170	10.172
FBtr0075314	465	287.703	65.120893	126.000
FBtr0070136	2103	1925.138	12.977752	168.022
FBtr0070137	2193	2015.138	1.292228	17.513
FBtr0070135	2124	1946.138	4.020699	52.624
FBtr0076688	2391	2213.138	26.497158	394.379
FBtr0346546	2609	2431.138	1.797857	29.395
FBtr0302935	3103	2925.138	10.703404	210.559
FBtr0082329	3115	2937.138	8.881794	175.441
FBtr0344017	5279	5101.138	0.701316	24.059
FBtr0091678	6366	6188.138	8.198169	341.179
FBtr0344016	5395	5217.138	1.251751	43.919
FBtr0342985	4422	4244.138	8.145149	232.485
FBtr0071815	4360	4182.138	22.330640	628.066
FBtr0071816	4190	4012.138	5.374351	145.013
FBtr0071813	4216	4038.138	295.123134	8014.754
FBtr0342986	4124	3946.138	22.442526	595.593
FBtr0071814	4255	4077.138	7.770685	213.069
FBtr0083049	682	504.558	62.476793	212.000
FBtr0079593	751	573.531	2.471218	9.532
FBtr0332415	1011	833.138	6.600092	36.980
FBtr0345640	3934	3756.138	3.894458	98.377
FBtr0077562	3784	3606.138	62.948247	1526.623
FBtr0085387	5031	4853.138	7.624543	248.853
FBtr0085386	4880	4702.138	11.673435	369.147
FBtr0085614	355	177.811	9.428064	11.274
FBtr0303924	5093	4915.138	0.142624	4.714
FBtr0303923	5120	4942.138	0.098852	3.286
FBtr0300811	4420	4242.138	18.192479	519.018
FBtr0340626	2866	2688.138	0.055520	1.004
FBtr0340627	2995	2817.138	0.052410	0.993
FBtr0340628	2870	2692.138	0.055418	1.003
FBtr0087784	1976	1798.138	186.745460	2258.285
FBtr0332882	2246	2068.138	0.749821	10.429
FBtr0339391	1899	1721.138	22.659636	262.286
FBtr0084095	7188	7010.138	1.140788	53.782
FBtr0343807	7002	6824.138	0.525992	24.140
FBtr0343805	4551	4373.138	9.895470	291.028
FBtr0343806	4719	4541.138	15.653184	478.050
FBtr0086801	711	533.547	2.063426	7.404
FBtr0344145	6340	6162.138	0.003255	0.135
FBtr0100454	3868	3690.138	0.040295	1.000
FBtr0082255	6557	6379.138	0.033197	1.424
FBtr0082256	4226	4048.138	0.057882	1.576
FBtr0100455	2462	2284.138	0.000000	0.000
FBtr0088783	1907	1729.138	49.360151	574.000
FBtr0301333	1977	1799.138	0.041323	0.500
FBtr0332689	1974	1796.138	0.041394	0.500
FBtr0086107	5316	5138.138	53.740335	1857.000
FBtr0072159	694	516.554	1.439291	5.000
FBtr0076218	2574	2396.138	5.178722	83.453
FBtr0076219	2478	2300.138	41.602635	643.547
FBtr0113346	1241	1063.138	0.000000	0.000
FBtr0100083	570	392.631	0.000000	0.000
FBtr0079765	644	466.582	0.000000	0.000
FBtr0071734	1182	1004.138	0.000000	0.000
FBtr0071191	1056	878.138	11.731983	69.285
FBtr0345988	1286	1108.138	1.571949	11.715
FBtr0071902	1064	886.138	5.100583	30.397
